V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class,scaled_amount,scaled_time,CustomerFeedback
-3.28233541836867,-2.11718707635793,-0.873166999404322,-0.766376736166667,-1.23732624832377,-1.03977206642414,0.351306213723797,0.662027795623536,-1.41013613153826,0.0812516491908766,0.379321896564902,0.610248677168964,-0.096045245989056,0.811286639803398,-1.29644068708655,-1.01564640982634,0.104839086817602,1.38567085113023,-0.886065777174103,0.0862374902287895,-0.116916116426422,-0.53593941380234,-0.0664066693449315,0.403592183105506,-0.601085885615821,0.792243683528203,0.354559524995443,-0.270605689416531,0,4.409697477817368,-0.29035820439619825,No issues with this transaction.
-0.512348993642627,4.82706041999945,-7.97393924909553,7.3340585164719,0.367703644775346,-2.0551290853684,-2.93585569967936,1.43100813095171,-4.54472224374179,-5.25809597551632,5.71631869503674,-5.81040712597652,0.723292646283101,-12.2891333850899,0.378773196301938,-2.02073438121173,-2.03970261739192,0.658182927257658,0.832574035012694,0.804101330337598,0.535619750720892,-0.459495920284509,-0.0093636678425974,-1.1404357941897,-0.0064452687432379,0.527970329614587,0.55888099608345,0.126516761960086,1,-0.29665339202123947,0.8266309519613717,This charge is unknown to me.
-0.103413797511564,1.32211811990141,-0.451848570532112,-0.568420408319619,0.945922143536008,-0.6848312887217,0.767434578892748,-0.960305992589643,-0.155934967363781,-0.794323888640592,-0.46155227498386,0.573083816779922,1.12752107967217,-1.21676179983371,-0.385865549019691,0.269429110350786,0.380930981839961,-0.359427929350383,-0.26889242647055,-0.078971523393597,0.436380769087114,-0.992976867288182,0.194600850431882,0.647098701755823,-0.370037028452947,0.111910858156269,0.266625216283397,0.0945779154026487,0,-0.29497659470411514,0.8290745896920781,Authorized transaction.
0.385108461103674,1.2176203228402,-1.95387216540948,2.08707599095328,-1.14422540643716,-0.57688799482478,-2.58286504391682,0.643229999334504,-1.19123269237613,-3.09509360697848,2.82114488798301,-3.1005456578695,0.146199374342408,-4.51012391529804,0.574490022660784,-2.12346278453199,-6.05331938825344,-0.70637615273475,0.572791028207014,0.380545212283106,0.594623132460925,0.372143665842342,-0.310455791389476,-0.624065148802846,0.840216130296559,-0.159451766672991,0.599482364663208,0.288915549852885,1,-0.19562635366450082,-0.36702733819711225,This charge is unknown to me.
-0.848290216565114,2.71988211593934,-6.19907019688041,3.04443718621919,-3.30190955339712,-1.99211683590396,-3.7349017657824,1.52007897310233,-2.54878817321614,-4.5335154033258,2.28802174654208,-5.26720466981905,0.394799950425324,-4.28799577702192,1.31527946674202,-6.46918689069948,-8.71392005149206,-3.7050697432532,3.53100289778427,0.319576271337295,1.12522925908799,0.805257864895713,0.199119186483276,0.0352062006310435,0.0121587630161963,0.601657823317562,0.137467682324392,-0.171396981067706,1,1.469153916020401,0.8952525288126035,I am not sure if this is my purchase.
-1.01372511872176,-0.858942952833613,-0.171785033093441,-4.65108651393684,0.441444651214692,-0.781139545002297,2.07402188602021,-0.602844778372891,-0.102597432006128,-1.70844586231856,-1.60283649862853,-0.407140810784943,-0.0865163683539383,0.117091721349003,0.191428636881514,-2.27221094750658,-0.617919914960072,1.56190193568732,-0.594368501967581,0.0750080877245941,-0.193090847153943,-0.35987921504139,-0.0952153657817474,-0.0142759826883135,1.51241136230196,-0.783370295101514,-0.237941283634158,-0.170222062081103,0,3.2285335010130654,0.8979193834514033,Authorized transaction.
1.25099477972439,0.29076935570494,0.0524221329009389,0.517414874513057,0.076053862102719,-0.295543716433464,-0.0033645118136399,-0.030067744710816,0.067520442690168,-0.32563869309458,-0.327978788833412,0.136045385196517,0.287798919130107,-0.288941951664433,1.3865684143401,0.343489606651802,0.0783203953872966,-0.571137177363766,-0.354023423673563,-0.0958789096675883,-0.295477596686516,-0.815582785498207,0.0925434927178636,-0.504878118512628,0.214610049644335,0.157500669819656,-0.0073768007819943,0.0219319805449498,0,-0.28240061482568296,-0.15942386541195266,Authorized transaction.
-0.361427838541789,1.13347191665669,-2.97136044013455,-0.283072525739314,0.371451592836109,-0.574679962140979,4.03151344147581,-0.934397840999575,-0.768254682100259,-2.24811517395215,-0.482409384022894,-0.690550364277623,0.181274905167329,-2.37255179777895,-0.0068680461366328,0.146399068662885,1.75931419392615,1.08303951438991,-0.391047742407487,-0.0258616224927044,0.110814637422018,0.563860612681898,-0.408436059432732,-0.880078912517905,1.40839232295512,-0.137402363335706,-0.001249817072624,-0.18275089691206,1,6.4098372109271295,0.5567969548514433,"Please block my card, this is fraud!"
1.14425631084998,0.193080687930469,0.12976226662263,0.891797649050538,0.110963707217363,0.0209905109001179,0.0529242882390066,0.071113453878697,-0.253408439499843,0.132672438745539,1.22540377991378,0.829678734508725,-0.0932697602013006,0.608171733722534,0.502636426532289,0.0532217259211752,-0.514399734646892,0.0113671306333563,-0.321737634387839,-0.117941488743787,0.0963316927448429,0.279143712125409,-0.138807053568292,-0.29609920526841,0.619836619396789,-0.297703523993264,0.0220404243058635,0.0066885131016465,0,0.021798365122615786,-0.045266039309672344,No issues with this transaction.
-0.165472950996577,0.629578879657437,1.68062401632972,0.231619119772029,-0.4259011778825,-0.15269341126896,0.22043270235376,0.0567053157763134,-0.372860387650812,-0.263910751010612,-0.0757099207089298,-0.250171708307983,-0.110033202520853,0.239817875675263,2.23179546196031,-0.614931732582628,0.550816680803787,-0.445616629651583,1.45755792846834,0.195962354624886,0.0154334026065131,0.093758444327575,0.0557930555992615,0.131199618832644,-0.809823348775942,1.12004154157616,0.0977595489426367,0.13355323045046,0,0.013973310976035772,-0.11841069561437517,This was a legitimate purchase.
